0.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00
8.87,4.43,2.19,1.05,0.43,0.11,0.00,0.00
22.73,13.81,8.55,4.75,2.13,0.76,0.44,0.22
13.15,6.91,3.34,1.16,0.21,0.00,0.00,0.00
6.73,4.02,2.50,1.16,0.75,0.43,0.22,0.11
1.12,0.41,0.21,0.11,0.00,0.00,0.00,0.00
0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00
