0.00,2.00,3.00,4.00,5.00,6.00,7.00,8.00,9.00
0.00,3.16,1.65,0.68,0.40,0.30,0.20,0.10,0.00
-1.00,14.66,7.26,3.42,1.78,1.00,0.61,0.41,0.31
-2.00,20.79,11.81,6.75,3.86,2.20,1.42,0.82,0.52
-3.00,9.77,4.84,2.35,0.99,0.60,0.30,0.10,0.00
-4.00,2.49,0.87,0.29,0.10,0.00,0.00,0.00,0.00
-5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
