0.00,2.00,3.00,4.00,5.00,6.00,7.00,8.00,9.00
0.00,15.49,8.22,3.66,1.70,0.61,0.20,0.00,0.00
-1.00,25.75,15.36,9.40,5.70,3.54,1.94,0.93,0.42
-2.00,11.71,6.65,3.66,2.00,1.21,0.92,0.62,0.42
-3.00,1.45,0.59,0.40,0.20,0.10,0.00,0.00,0.00
-4.00,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
