0.00,2.00,3.00,4.00,5.00,6.00,7.00,8.00,9.00
0.00,12.53,7.83,5.21,3.58,2.24,1.51,0.87,0.44
-1.00,15.07,6.59,2.71,1.48,1.07,0.76,0.55,0.44
-2.00,11.10,4.94,2.40,1.37,0.85,0.43,0.22,0.11
-3.00,6.31,3.19,1.77,1.05,0.75,0.65,0.55,0.44
-4.00,2.34,1.13,0.42,0.11,0.00,0.00,0.00,0.00
-5.00,0.61,0.10,0.00,0.00,0.00,0.00,0.00,0.00
-6.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00
